0.486482,0.696911,0.446178,255,255,255,255,node=0
0.067709,0.815533,0.488434,255,255,255,255,node=1
0.341381,0.667281,0.335716,255,255,255,255,node=2
0.371552,0.599539,0.530703,255,255,255,255,node=3
0.406291,0.954194,0.200323,255,255,255,255,node=4
0.606689,0.649475,0.5008,255,255,255,255,node=5
0.537026,0.668162,0.50446,255,255,255,255,node=6
0.43269,0.871642,0.26567,255,255,255,255,node=7
0.320794,0.921768,0.32459,255,255,255,255,node=8
0.053831,0.585962,0.349681,255,255,255,255,node=9
0.278866,0.920425,0.307489,255,255,255,255,node=10
0.166164,0.837484,0.255836,255,255,255,255,node=11
0.093459,0.893497,0.185821,255,255,255,255,node=12
0.118326,0.617101,0.60616,255,255,255,255,node=13
0.574139,0.60784,0.534675,255,255,255,255,node=14
0.302269,0.909651,0.337455,255,255,255,255,node=15
0.530757,0.203012,0.575129,255,255,255,255,node=16
0.198934,0.218822,0.577448,255,255,255,255,node=17
0.262954,0.2077,0.567835,255,255,255,255,node=18
0.324172,0.674767,0.339004,255,255,255,255,node=19
0.236038,0.843534,0.380081,255,255,255,255,node=20
0.391257,0.84964,0.304749,255,255,255,255,node=21
0.202718,0.843783,0.373579,255,255,255,255,node=22
0.222349,0.220967,0.576745,255,255,255,255,node=23
0.237546,0.230497,0.567615,255,255,255,255,node=24
0.345631,0.195404,0.610561,255,255,255,255,node=25
0.485767,0.228132,0.58408,255,255,255,255,node=26
0.531086,0.224511,0.574358,255,255,255,255,node=27
0.295687,0.902266,0.266072,255,255,255,255,node=28
0.200429,0.242984,0.561061,255,255,255,255,node=29
0.284153,0.23048,0.555139,255,255,255,255,node=30
0.363155,0.240832,0.603749,255,255,255,255,node=31
0.387781,0.235422,0.614574,255,255,255,255,node=32
0.306874,0.903725,0.336931,255,255,255,255,node=33
0.145264,0.864796,0.256398,255,255,255,255,node=34
0.770821,0.375597,0.456754,255,255,255,255,node=35
0.241683,0.248194,0.550008,255,255,255,255,node=36
0.266263,0.234219,0.558112,255,255,255,255,node=37
0.271096,0.252168,0.545282,255,255,255,255,node=38
0.384439,0.248741,0.60731,255,255,255,255,node=39
0.469866,0.24084,0.583873,255,255,255,255,node=40
0.506735,0.240303,0.578617,255,255,255,255,node=41
0.686669,0.607172,0.461371,255,255,255,255,node=42
0.363176,0.968162,0.286626,255,255,255,255,node=43
0.410955,0.256499,0.590969,255,255,255,255,node=44
0.467278,0.248222,0.583781,255,255,255,255,node=45
0.536732,0.24968,0.592274,255,255,255,255,node=46
0.553387,0.259227,0.593769,255,255,255,255,node=47
0.315123,0.601337,0.517308,255,255,255,255,node=48
0.098383,0.739096,0.593038,255,255,255,255,node=49
0.691025,0.230772,0.484681,255,255,255,255,node=50
0.223132,0.259333,0.536965,255,255,255,255,node=51
0.25135,0.259132,0.539081,255,255,255,255,node=52
0.296513,0.247943,0.545701,255,255,255,255,node=53
0.363171,0.255708,0.593605,255,255,255,255,node=54
0.385113,0.257084,0.597904,255,255,255,255,node=55
0.433202,0.256115,0.585911,255,255,255,255,node=56
0.439512,0.264553,0.594471,255,255,255,255,node=57
0.50133,0.252375,0.592612,255,255,255,255,node=58
0.515766,0.267945,0.609475,255,255,255,255,node=59
0.383062,0.266764,0.579075,255,255,255,255,node=60
0.408449,0.266946,0.580906,255,255,255,255,node=61
0.462987,0.268291,0.602515,255,255,255,255,node=62
0.490364,0.274056,0.61427,255,255,255,255,node=63
0.163131,0.863125,0.222545,255,255,255,255,node=64
0.678167,0.242433,0.491967,255,255,255,255,node=65
0.033775,0.66829,0.332912,255,255,255,255,node=66
0.282769,0.895661,0.347364,255,255,255,255,node=67
0.160022,0.820493,0.302472,255,255,255,255,node=68
0.321276,0.270167,0.534585,255,255,255,255,node=69
0.381992,0.272844,0.564748,255,255,255,255,node=70
0.427954,0.291066,0.601026,255,255,255,255,node=71
0.512084,0.2797,0.614068,255,255,255,255,node=72
0.524123,0.284491,0.615531,255,255,255,255,node=73
0.547888,0.275803,0.606712,255,255,255,255,node=74
0.116123,0.6955,0.606149,255,255,255,255,node=75
0.707893,0.266279,0.500445,255,255,255,255,node=76
0.710591,0.257024,0.499565,255,255,255,255,node=77
0.619713,0.671885,0.443495,255,255,255,255,node=78
0.095719,0.792927,0.282046,255,255,255,255,node=79
0.038183,0.639972,0.32889,255,255,255,255,node=80
0.270917,0.899631,0.342369,255,255,255,255,node=81
0.287323,0.655977,0.470435,255,255,255,255,node=82
0.255055,0.291828,0.530848,255,255,255,255,node=83
0.269036,0.273045,0.538284,255,255,255,255,node=84
0.300735,0.270592,0.540019,255,255,255,255,node=85
0.398429,0.275983,0.576596,255,255,255,255,node=86
0.414282,0.277244,0.588988,255,255,255,255,node=87
0.417823,0.290338,0.598869,255,255,255,255,node=88
0.448854,0.287097,0.607702,255,255,255,255,node=89
0.481675,0.291276,0.618128,255,255,255,255,node=90
0.546513,0.294395,0.611935,255,255,255,255,node=91
0.707692,0.560906,0.312712,255,255,255,255,node=92
0.08223,0.68721,0.614069,255,255,255,255,node=93
0.078084,0.719208,0.602523,255,255,255,255,node=94
0.188511,0.80428,0.514282,255,255,255,255,node=95
0.153418,0.800114,0.533916,255,255,255,255,node=96
0.333851,0.669447,0.433591,255,255,255,255,node=97
0.133735,0.858937,0.280694,255,255,255,255,node=98
